year,make,model,trim,body,seats,msrp,fuel
2020,Chevrolet,Blazer,3LT,SUV,5,37000,premium unleaded (recommended)
2020,Chevrolet,Blazer,2LT,SUV,5,34800,premium unleaded (recommended)
2020,Chevrolet,Blazer,2LT,SUV,5,32800,premium unleaded (recommended)
2020,Chevrolet,Blazer,1LT,SUV,5,32300,flex-fuel (unleaded/E85)
2020,Chevrolet,Bolt EV,Premier,Hatchback,5,41020,electric
2020,Chevrolet,Bolt EV,LT,Hatchback,5,36620,electric
2020,Chevrolet,Camaro,ZL1,Coupe,4,62000,premium unleaded (required)
2020,Chevrolet,Camaro,1LS,Coupe,4,25000,premium unleaded (recommended)
2020,Chevrolet,Camaro,1SS,Convertible,4,43000,premium unleaded (recommended)
2020,Chevrolet,Camaro,3LT,Coupe,4,31500,premium unleaded (recommended)
2020,Chevrolet,Camaro,2LT,Coupe,4,27500,premium unleaded (recommended)
2020,Chevrolet,Camaro,1LT,Convertible,4,31500,premium unleaded (recommended)
2020,Chevrolet,Camaro,1LT,Coupe,4,25500,premium unleaded (recommended)
2020,Chevrolet,Camaro,2SS,Convertible,4,48000,premium unleaded (recommended)
2020,Chevrolet,Camaro,ZL1,Convertible,4,68000,premium unleaded (required)
2020,Chevrolet,Camaro,2LT,Convertible,4,33500,premium unleaded (recommended)
2020,Chevrolet,Camaro,3LT,Convertible,4,37500,premium unleaded (recommended)
2020,Chevrolet,Camaro,LT1,Coupe,4,34000,premium unleaded (recommended)
2020,Chevrolet,Camaro,LT1,Convertible,4,40000,premium unleaded (recommended)
2020,Chevrolet,Camaro,1SS,Coupe,4,37000,premium unleaded (recommended)
2020,Chevrolet,Camaro,2SS,Coupe,4,42000,premium unleaded (recommended)
2020,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,26700,regular unleaded
2020,Chevrolet,Colorado,Base,Truck (Extended Cab),2,21300,regular unleaded
2020,Chevrolet,Colorado,LT,Truck (Extended Cab),4,27700,regular unleaded
2020,Chevrolet,Colorado,LT,Truck (Extended Cab),4,31400,regular unleaded
2020,Chevrolet,Colorado,LT,Truck (Crew Cab),5,29700,regular unleaded
2020,Chevrolet,Colorado,LT,Truck (Crew Cab),5,31900,regular unleaded
2020,Chevrolet,Colorado,LT,Truck (Crew Cab),5,34400,regular unleaded
2020,Chevrolet,Colorado,LT,Truck (Crew Cab),5,35300,regular unleaded
2020,Chevrolet,Colorado,Work Truck,Truck (Extended Cab),4,24800,regular unleaded
2020,Chevrolet,Colorado,Work Truck,Truck (Extended Cab),4,28700,regular unleaded
2020,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,29000,regular unleaded
2020,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,31700,regular unleaded
2020,Chevrolet,Colorado,Work Truck,Truck (Crew Cab),5,32600,regular unleaded
2020,Chevrolet,Colorado,Z71,Truck (Extended Cab),4,35600,regular unleaded
2020,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,33900,regular unleaded
2020,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,37100,regular unleaded
2020,Chevrolet,Colorado,Z71,Truck (Crew Cab),5,37700,regular unleaded
2020,Chevrolet,Colorado,ZR2,Truck (Extended Cab),4,41400,regular unleaded
2020,Chevrolet,Colorado,ZR2,Truck (Crew Cab),5,43000,regular unleaded
2020,Chevrolet,Corvette,Stingray,Coupe,2,58900,premium unleaded (recommended)
2020,Chevrolet,Corvette,Stingray,Coupe,2,66200,premium unleaded (recommended)
2020,Chevrolet,Corvette,Stingray,Coupe,2,70850,premium unleaded (recommended)
2020,Chevrolet,Corvette,Stingray,Convertible,2,73200,premium unleaded (recommended)
2020,Chevrolet,Corvette,Stingray,Convertible,2,77850,premium unleaded (recommended)
2020,Chevrolet,Corvette,Stingray,Convertible,2,66400,premium unleaded (recommended)
2020,Chevrolet,Equinox,Premier,SUV,5,35700,premium unleaded (recommended)
2020,Chevrolet,Equinox,LS,SUV,5,26300,regular unleaded
2020,Chevrolet,Equinox,LT Fleet,SUV,5,29500,regular unleaded
2020,Chevrolet,Equinox,LT,SUV,5,31600,premium unleaded (recommended)
2020,Chevrolet,Equinox,LT,SUV,5,30000,premium unleaded (recommended)
2020,Chevrolet,Equinox,LT,SUV,5,29100,regular unleaded
2020,Chevrolet,Equinox,LT,SUV,5,27500,regular unleaded
2020,Chevrolet,Equinox,LS Fleet,SUV,5,28100,regular unleaded
2020,Chevrolet,Equinox,LS Fleet,SUV,5,26500,regular unleaded
2020,Chevrolet,Equinox,LS,SUV,5,27900,regular unleaded
2020,Chevrolet,Equinox,L,SUV,5,23800,regular unleaded
2020,Chevrolet,Equinox,LT Fleet,SUV,5,27900,regular unleaded
2020,Chevrolet,Equinox,Premier,SUV,5,31400,regular unleaded
2020,Chevrolet,Equinox,Premier,SUV,5,33000,regular unleaded
2020,Chevrolet,Equinox,Premier,SUV,5,34100,premium unleaded (recommended)
2020,Chevrolet,Express 2500,2500,Van,2,32000,regular unleaded
2020,Chevrolet,Express 2500,2500,Ext Van,2,33900,regular unleaded
2020,Chevrolet,Express 2500,LS 2500,Van,12,34900,regular unleaded
2020,Chevrolet,Express 2500,LT 2500,Van,12,37000,regular unleaded
2020,Chevrolet,Express 3500,3500,Ext Van,2,35900,regular unleaded
2020,Chevrolet,Express 3500,3500,Van,2,35100,regular unleaded
2020,Chevrolet,Express 3500,LS 3500,Van,12,37200,regular unleaded
2020,Chevrolet,Express 3500,LS 3500,Ext Van,12,38000,regular unleaded
2020,Chevrolet,Express 3500,LT 3500,Van,12,38900,regular unleaded
2020,Chevrolet,Express 3500,LT 3500,Ext Van,12,39700,regular unleaded
2020,Chevrolet,Impala,LT,Sedan,5,31620,flex-fuel (unleaded/E85)
2020,Chevrolet,Impala,Premier,Sedan,5,36720,flex-fuel (unleaded/E85)
2020,Chevrolet,Malibu,Premier,Sedan,5,33320,premium unleaded (recommended)
2020,Chevrolet,Malibu,LT,Sedan,5,26620,regular unleaded
2020,Chevrolet,Malibu,LS,Sedan,5,23220,regular unleaded
2020,Chevrolet,Malibu,LS Fleet,Sedan,5,23220,regular unleaded
2020,Chevrolet,Malibu,L,Sedan,5,22095,regular unleaded
2020,Chevrolet,Malibu,RS,Sedan,5,24220,regular unleaded
2020,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,39600,regular unleaded
2020,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,42600,regular unleaded
2020,Chevrolet,Silverado 1500,LTZ,Truck (Double Cab),6,46300,regular unleaded
2020,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,42900,regular unleaded
2020,Chevrolet,Silverado 1500,LT Trail Boss,Truck (Double Cab),6,46100,regular unleaded
2020,Chevrolet,Silverado 1500,LT Trail Boss,Truck (Crew Cab),6,48500,regular unleaded
2020,Chevrolet,Silverado 1500,LT Trail Boss,Truck (Crew Cab),6,48800,regular unleaded
2020,Chevrolet,Silverado 1500,LTZ,Truck (Double Cab),6,43000,regular unleaded
2020,Chevrolet,Silverado 1500,RST,Truck (Crew Cab),6,41500,regular unleaded
2020,Chevrolet,Silverado 1500,LT,Truck (Crew Cab),6,39300,regular unleaded
2020,Chevrolet,Silverado 1500,LT,Truck (Double Cab),6,40200,regular unleaded
2020,Chevrolet,Silverado 1500,LT,Truck (Double Cab),6,36900,regular unleaded
2020,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,56500,regular unleaded
2020,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,53300,regular unleaded
2020,Chevrolet,Silverado 1500,High Country,Truck (Crew Cab),5,53000,regular unleaded
2020,Chevrolet,Silverado 1500,Custom Trail Boss,Truck (Crew Cab),6,42200,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom Trail Boss,Truck (Crew Cab),6,41900,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom Trail Boss,Truck (Double Cab),6,39500,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,RST,Truck (Crew Cab),6,44800,regular unleaded
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Double Cab),6,32200,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Regular Cab),3,32900,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,34600,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,34900,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,37900,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Crew Cab),6,38200,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,RST,Truck (Crew Cab),6,44500,regular unleaded
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Regular Cab),3,28300,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,45400,regular unleaded
2020,Chevrolet,Silverado 1500,Work Truck,Truck (Double Cab),6,35500,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,RST,Truck (Crew Cab),6,41200,regular unleaded
2020,Chevrolet,Silverado 1500,RST,Truck (Double Cab),6,42100,regular unleaded
2020,Chevrolet,Silverado 1500,RST,Truck (Double Cab),6,38800,regular unleaded
2020,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,49000,regular unleaded
2020,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,48700,regular unleaded
2020,Chevrolet,Silverado 1500,LTZ,Truck (Crew Cab),6,45700,regular unleaded
2020,Chevrolet,Silverado 1500,Custom,Truck (Crew Cab),6,40300,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom,Truck (Crew Cab),6,37300,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom,Truck (Crew Cab),6,37000,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom,Truck (Double Cab),6,37900,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom,Truck (Double Cab),6,34600,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 1500,Custom,Truck (Crew Cab),6,40600,flex-fuel (unleaded/E85)
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,40000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,51500,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,40200,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,42800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Double Cab),6,43000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,41800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,42000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,44600,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Crew Cab),6,44800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,48700,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,48900,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Crew Cab),6,43800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Regular Cab),3,40800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LT,Truck (Regular Cab),3,38000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,High Country,Truck (Crew Cab),5,61300,regular unleaded
2020,Chevrolet,Silverado 2500 HD,High Country,Truck (Crew Cab),5,61100,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Crew Cab),6,43600,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Crew Cab),6,41000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Crew Cab),6,40800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Double Cab),6,42000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Double Cab),6,41800,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Double Cab),6,39200,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Custom,Truck (Double Cab),6,39000,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Regular Cab),3,36900,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,41300,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,41100,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,38500,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Crew Cab),6,38300,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,39500,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,39300,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,36700,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Double Cab),6,36500,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,53500,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,53300,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,50700,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Crew Cab),6,50500,regular unleaded
2020,Chevrolet,Silverado 2500 HD,LTZ,Truck (Double Cab),6,51700,regular unleaded
2020,Chevrolet,Silverado 2500 HD,Work Truck,Truck (Regular Cab),3,34100,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,40900,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,39700,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,39100,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,42300,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,42500,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,39500,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,41900,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,40700,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,47200,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Double Cab),6,37900,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,39300,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,38100,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,36500,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Regular Cab),3,35300,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,55900,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,54700,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,54500,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,53100,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,51900,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LTZ,Truck (Crew Cab),6,51700,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,46000,regular unleaded
2020,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,62300,regular unleaded
2020,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,62500,regular unleaded
2020,Chevrolet,Silverado 3500 HD,High Country,Truck (Crew Cab),5,63700,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,39200,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,40400,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,42000,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Regular Cab),3,43200,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,41400,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,42600,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,44200,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Double Cab),6,45400,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,43000,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,43200,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,44400,regular unleaded
2020,Chevrolet,Silverado 3500 HD,LT,Truck (Crew Cab),6,45800,regular unleaded
2020,Chevrolet,Silverado 3500 HD,Work Truck,Truck (Crew Cab),6,43700,regular unleaded
2020,Chevrolet,Sonic,LS,Sedan,5,16720,regular unleaded
2020,Chevrolet,Sonic,LT,Hatchback,5,19420,regular unleaded
2020,Chevrolet,Sonic,LT,Sedan,5,18620,regular unleaded
2020,Chevrolet,Sonic,LT Fleet,Hatchback,5,17220,regular unleaded
2020,Chevrolet,Sonic,Premier,Sedan,5,20720,regular unleaded
2020,Chevrolet,Sonic,Premier,Hatchback,5,21520,regular unleaded
2020,Chevrolet,Spark,ACTIV,Hatchback,4,16220,regular unleaded
2020,Chevrolet,Spark,2LT,Hatchback,4,16620,regular unleaded
2020,Chevrolet,Spark,1LT,Hatchback,4,16220,regular unleaded
2020,Chevrolet,Spark,1LT,Hatchback,4,15120,regular unleaded
2020,Chevrolet,Spark,LS,Hatchback,4,14320,regular unleaded
2020,Chevrolet,Spark,LS,Hatchback,4,13220,regular unleaded
2020,Chevrolet,Spark,ACTIV,Hatchback,4,17320,regular unleaded
2020,Chevrolet,Spark,2LT,Hatchback,4,17720,regular unleaded
2020,Chevrolet,Suburban,LT,SUV,8,58800,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,Premier,SUV,7,65500,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,Premier,SUV,7,68500,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,LT,SUV,8,55800,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,LS,SUV,8,50800,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,LS,SUV,8,53800,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,Fleet,SUV,8,52700,flex-fuel (unleaded/E85)
2020,Chevrolet,Suburban,Fleet,SUV,8,49700,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,LT,SUV,8,56000,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,LS,SUV,8,48000,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,LS,SUV,8,51000,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,Fleet,SUV,8,46800,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,Fleet,SUV,8,49800,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,Premier,SUV,7,65700,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,Premier,SUV,7,62700,flex-fuel (unleaded/E85)
2020,Chevrolet,Tahoe,LT,SUV,8,53000,flex-fuel (unleaded/E85)
2020,Chevrolet,Traverse,RS,SUV,7,43600,regular unleaded
2020,Chevrolet,Traverse,RS,SUV,7,45700,regular unleaded
2020,Chevrolet,Traverse,LT Leather,SUV,7,39100,regular unleaded
2020,Chevrolet,Traverse,High Country,SUV,7,53200,regular unleaded
2020,Chevrolet,Traverse,Premier,SUV,7,45800,regular unleaded
2020,Chevrolet,Traverse,Premier,SUV,7,48400,regular unleaded
2020,Chevrolet,Traverse,LT Cloth,SUV,7,39200,regular unleaded
2020,Chevrolet,Traverse,LT Cloth,SUV,7,35400,regular unleaded
2020,Chevrolet,Traverse,LS Fleet,SUV,8,35900,regular unleaded
2020,Chevrolet,Traverse,LS Fleet,SUV,8,33900,regular unleaded
2020,Chevrolet,Traverse,LS,SUV,8,34900,regular unleaded
2020,Chevrolet,Traverse,LS,SUV,8,32900,regular unleaded
2020,Chevrolet,Traverse,L,SUV,8,29800,regular unleaded
2020,Chevrolet,Traverse,High Country,SUV,7,50900,regular unleaded
2020,Chevrolet,Traverse,LT Fleet,SUV,7,36300,regular unleaded
2020,Chevrolet,Traverse,LT Fleet,SUV,7,38300,regular unleaded
2020,Chevrolet,Traverse,LT Leather,SUV,7,41100,regular unleaded
2020,Chevrolet,Trax,LT,SUV,5,24700,regular unleaded
2020,Chevrolet,Trax,Premier,SUV,5,29100,regular unleaded
2020,Chevrolet,Trax,Premier,SUV,5,27600,regular unleaded
2020,Chevrolet,Trax,LT,SUV,5,23200,regular unleaded
2020,Chevrolet,Trax,LS,SUV,5,22800,regular unleaded
2020,Chevrolet,Trax,LS,SUV,5,21300,regular unleaded
2020,Chrysler,300,S,Sedan,5,36995,regular unleaded
2020,Chrysler,300,Limited,Sedan,5,41345,regular unleaded
2020,Chrysler,300,Limited,Sedan,5,38595,regular unleaded
2020,Chrysler,300,C,Sedan,5,41995,regular unleaded
2020,Chrysler,300,S,Sedan,5,39445,regular unleaded
2020,Chrysler,300,Touring,Sedan,5,30040,regular unleaded
2020,Chrysler,300,Touring,Sedan,5,32790,regular unleaded
2020,Chrysler,300,Touring L,Sedan,5,33315,regular unleaded
2020,Chrysler,300,Touring L,Sedan,5,36065,regular unleaded
2020,Chrysler,Pacifica,Touring L Plus,Minivan,7,40245,regular unleaded
2020,Chrysler,Pacifica,Touring L,Minivan,7,37145,regular unleaded
2020,Chrysler,Pacifica,Touring,Minivan,7,34045,regular unleaded
2020,Chrysler,Pacifica,Limited 35th Anniversary Edition,Minivan,7,45240,regular unleaded
2020,Chrysler,Pacifica,Touring L 35th Anniversary Edition,Minivan,8,38735,regular unleaded
2020,Chrysler,Pacifica,Hybrid Touring L,Minivan,7,42295,regular unleaded
2020,Chrysler,Pacifica,Hybrid Touring L 35th Anniversary Edition,Minivan,7,43785,regular unleaded
2020,Chrysler,Pacifica,AWD Launch Edition,Minivan,7,40240,regular unleaded
2020,Chrysler,Pacifica,Touring L Plus 35th Anniversary Edition,Minivan,8,40840,regular unleaded
2020,Chrysler,Pacifica,Hybrid Limited,Minivan,7,45845,regular unleaded
2020,Chrysler,Pacifica,Hybrid Limited 35th Anniversary Edition,Minivan,7,46540,regular unleaded
2020,Chrysler,Pacifica,Limited,Minivan,7,44795,regular unleaded
2020,Chrysler,Pacifica,Hybrid Touring,Minivan,7,39995,regular unleaded
2020,Chrysler,Voyager,LXi Fleet,Minivan,7,32995,regular unleaded
